id,sentence1,sentence2,label,similarity,similarity_percentage,plagiarism_status
116,Windows XP - Mode runs Windows XP on a separate computer and displays applications in virtual windows on the Windows 7 desktop .,"Windows XP Mode runs Windows XP in a separate machine , and displays applications within virtual windows on the Windows 7 desktop .",1,0.8709664033311558,87.09664033311559,Possible Plagiarism
117,"`` Yubhal '' , or in contemporary `` Yuval '' , derived from the Biblical character , is a common male first name in modern Hebrew Israel .","`` Yubhal '' , or in modern Hebrew `` Yuval '' , derived from the Biblical character , is a general male first name in contemporary Israel .",0,0.5031026124151314,50.310261241513146,Not Plagiarized
118,"The caves are from Bhubaneshwar in Odisha and Hydrabad , both via National Highway 5 .","The caves are from Odisha in Bhubaneshwar and from Hydrabad , both via National Highway 5 .",0,0.5744651733947116,57.44651733947116,Not Plagiarized
119,"Torre is a New York Times , USA Today , Wall Street Journal and Amazon International bestselling novelist .","Torre is a New York Times , USA today , Wall Street Journal and Amazon International Bestselling Author .",1,0.8534112446970983,85.34112446970983,Possible Plagiarism
120,"`` Captain '' was hulked in 1739 , and eventually broken up in 1762 .","`` Captain '' was broken in 1739 , and eventually rolled up in 1762 .",0,0.3779132184330249,37.79132184330249,Not Plagiarized
121,"Until the Ghana School of Law was established in 1958 , all lawyers in Ghana were trained abroad , almost always at the Inns of Court in England .","Until the Ghana School of Law was founded in 1958 , all lawyers were trained abroad in England , almost always at the Inns of Court in Ghana .",0,0.5655517669836122,56.55517669836122,Not Plagiarized
122,In the following weeks on `` Raw '' Hardy repeatedly began to attack Lita and seduce Kane .,"In the following weeks on `` Raw '' , Hardy began repeatedly assaulting Lita and attempting to seduce Kane .",1,0.48589951078113713,48.589951078113714,Not Plagiarized
123,Players not released by the Warriors were required to play in the 2006 Bartercard Cup .,Players who were not released by the Warriors had to play in the Bartercard Cup 2006 .,1,0.562050033600177,56.2050033600177,Not Plagiarized
124,"Lorna Saycon Espina , the ninth mayor , is the incumbent mayor of the Municipality of Mahayag .","Lorna Saycon Espina , the incumbent Municipal mayor , is the 9th Municipal Mayor of the Municipality of Mahayag .",1,0.45484051197190845,45.484051197190844,Not Plagiarized
125,Both trains are hauled by a Guwahati Loco Shed based WDM-2 diesel locomotive from Rangiya to Dibrugarh and vice versa .,Both trains are towed by a WDM-2 diesel locomotive based on Guwahati Loco Shed from Dibrugarh to Rangiya and vice versa .,1,0.5182506957584501,51.825069575845006,Not Plagiarized
126,"However , the UCPD claims that 111 police officers were injured , including one California Highway Patrol Officer Albert Bradley , who was knifed in the chest .","The California Highway Patrol , however , claims that 111 police officers were injured , including an UCPD officer , Albert Bradley , who was tied in the chest .",0,0.6599335649576128,65.99335649576128,Not Plagiarized
127,"Oecomys rutilus , also known as the red arboreal oecomys or reddish rice rat , is a species of rodent in the genus `` Oecomys '' of family Cricetidae .","Oecomys rutilus , also known as the reddish oecomys or red arboreal rice rat , is a type of rodent in the genus '' Oecomys '' from the Cricetidae family .",0,0.5939057567181694,59.39057567181693,Not Plagiarized
128,"Hans Bock ( October 5 , 1928 - January 21 , 2008 ) was a German chemist , born in Königstein , Taunus , and died in Hamburg .",Hans Bock ( 5 October 1928 -- 21 January 2008 ) was a German chemist born in Königstein im Taunus and died in Hamburg .,1,0.7008506010302393,70.08506010302393,Possible Plagiarism
129,"In 2013 , former President Brenda Kuecks received a Clean50 Award for her work to promote clean development and sustainable capitalism in Canada .",Former President Brenda Kuecks received a Clean50 Award for her work to promote sustainable development and clean capitalism in Canada in 2013 .,0,0.6901601175589304,69.01601175589303,Not Plagiarized
130,She began the practice of grouping students with the same speech problem and teaching them together .,She began the practice of teaching students with the same language problem and grouping them together .,0,0.37131352596671297,37.1313525966713,Not Plagiarized
131,"Having won the 2001 Super League , the Knights traveled to England to play the 2002 World Club Challenge against NRL Premiership champions , the Bradford Bulls .","After winning the Super League 2001 , the knights traveled to England to play the World Club Challenge in 2002 against NRL Premiership Champions , the Bradford Bulls .",1,0.6226655973986894,62.266559739868946,Not Plagiarized
132,"The symbols formula _ 16 and formula _ 17 represent scheme limited functions ( of the dependent extrapolated cell edge variables ) , `` i.e . `` ,","The Formula 16 and Formula 17 symbols represent scheme-dependent functions ( of the limited extrapolated cell edge variables ) , i.e .",0,0.6599335649576128,65.99335649576128,Not Plagiarized
133,The interior of the resettled Palais de Danse was then redesigned by the griffins the following year .,The interior of the relocated Palais de Danse was then redesigned by the Griffins the following year .,1,0.6694188517266485,66.94188517266485,Not Plagiarized
134,"In Tennessee , unlike Alabama or Mississippi , MS 178 and US 78 are totally separate routes .","In Mississippi , MS 178 and US 78 are completely separate routes , unlike Alabama or Tennessee .",0,0.5863466456901572,58.63466456901571,Not Plagiarized
135,The Chilean New Song movement was spurred by a renewed interest in Chilean traditional music and folklore in the late 1950s and early 1960s .,The Chilean New Song movement was fired by renewed interest in traditional Chilean music and folklore in the late 1950s and early 1960s .,0,0.6599335649576128,65.99335649576128,Not Plagiarized
136,"Robin Vincent Searby ( born July 20 , 1947 ) is a former officer of the British Army , who commanded Major Division .",Major-General Robin Vincent Searby ( born 20 July 1947 ) is a former British Army officer who commanded 5th Division .,0,0.46523881111343357,46.52388111134336,Not Plagiarized
137,Kevin Johnson brought together a group managed by Vivek Ranadive to keep the team in Sacramento .,Vivek Ranadive brought together a group managed by Kevin Johnson to keep the team in Sacramento .,0,0.7025997416361692,70.25997416361692,Possible Plagiarism
138,The scope of the work was to remove some areas of the intonaco at the eastern end of the building and partially consolidate the soot and dirt .,The scope of work was to consolidate some areas of intonaco at the eastern end of the building and to partially remove the soot and dirt .,0,0.7062848168468483,70.62848168468483,Possible Plagiarism
139,"It is provided by Romtelecom ( formerly Telekom ) , INES ( an Internet , IPTV and Internet provider ) .","It is provided by Telekom ( formerly Romtelecom ) , INES ( an Internet , IPTV and Internet Service Provider ) .",0,0.5703951097379938,57.03951097379938,Not Plagiarized
140,"In 1727 , Mary Mary Carr married Caleb Carr , daughter of Lyndon ( Stanton ) Carr , and granddaughter of Governor Edward and Hannah .","Mary Carr married in 1727 Caleb Carr , the daughter of Lyndon ( Stanton ) Carr , and granddaughter of Governor Edward and Hannah .",1,0.8566321672407963,85.66321672407963,Possible Plagiarism
141,"The first one has a narrow 0 in the date , while the second and the third have a broad 0 in different positions .","The first has a wide 0 in the date , while the second and the third have a narrow 0 in different positions .",0,0.46975676801152594,46.975676801152595,Not Plagiarized
142,"Drew Springer , Jr. , a businessman from Münster in Cooke County , has represented Dickens County in Texas House of Representatives since January 2013 .","Since January 2013 , Drew Springer , Jr. , a businessman from Münster in Dickens County , has represented Cooke County in the Texas House of Representatives .",0,0.825325793789893,82.5325793789893,Possible Plagiarism
143,They established several churches and monasteries and founded new centers of Christianity .,They built new churches and monasteries and established several centers of Christianity .,0,0.44751086720733996,44.751086720733994,Not Plagiarized
144,"Kurt Treu ( 15 September 1928 in Vienna , Austria -- 6 June 1991 in Karja , Saare County , Estonia ) , was a German classical Philologist .","Kurt Treu ( 15 September 1928 in Vienna , Austria -- June 6 , 1991 in Karja , Saare County , Estonia ) was a classical German philologist .",1,0.825325793789893,82.5325793789893,Possible Plagiarism
145,"Between 1885 and 1978 , the following ships were used from Malta to Gozo :","Between 1885 and 1978 , the following ships were used from Gozo to Malta :",0,0.7357532581618298,73.57532581618298,Possible Plagiarism
146,"Peterson wore # 52 on his uniform during his rookie season , and switched to # 19 in 1967 after Bob Friend was traded to the New York Mets .","Peterson wore at his uniform during his rookie season # 52 and changed over to # 19 in 1967 , after Bob Friend was traded on the New York Mets .",1,0.7084523503033548,70.84523503033549,Possible Plagiarism
147,"Suzanne Ashworth ( also Dick ) is a fictional figure from the British Channel 4 - soap opera `` Hollyoaks '' , played by Suzanne Hall .","Dick ( also Suzanne Ashworth ) is a fictional character from the British Channel 4 soap opera , `` Hollyoaks '' , played by Suzanne Hall .",1,0.6901601175589304,69.01601175589303,Not Plagiarized
148,Alaattin Çakıcı was apprehended in France in August 1998 carrying a red `` government official '' passport issued by Ataç at the Turkish Embassy in Beijing .,Ataç was arrested in August 1998 in France with a red `` government official '' passport issued by Alaattin Çakıcı at the Turkish embassy in Beijing .,0,0.582765822065956,58.27658220659559,Not Plagiarized
149,"The 2012 season of the Esiliiga , the second level in the Estonian football system , is the twenty-third season in the league 's history .","The 2012 Esiliiga season , the third stage in the Estonian football system , is the twenty-second season in the history of the League .",0,0.40298220897396103,40.29822089739611,Not Plagiarized
